campaignId,candidateId,familyId,candidateHash,status,prefilterPassed,reasonCode,trialCount,passedTrialCount,bestTradeCount,bestNetReturn,bestProfitFactor,bestMaximumDrawdown,lockedOosReadCount
v37i_campaign_a_funding_carry,v37i_funding_carry_source_replication,crypto_funding_carry_v1,v37i_candidate_d533de0616d5d53c5a556c26a65620a0b6a3b5666790974b52b8c79ef6b6c5b2,prefilter_failed,False,economic_prefilter_failed,3,0,134,-0.03082558362453227,0.8685810553942961,0.042249501779659124,0
v37i_campaign_a_funding_carry,v37i_funding_carry_okx_adaptation,crypto_funding_carry_v1,v37i_candidate_8cad909f9da6151e9e671673f5402e23abb6c45190df7cd835b5fe0e435199e9,prefilter_failed,False,economic_prefilter_failed,3,0,66,-0.1650283272932932,0.3794376427019495,0.007144393391880582,0
v37i_campaign_b_source_faithful,v37i_turtle_source_faithful_candidate,crypto_tsmom_turtle_v1,v37i_candidate_b28bf34243d63a8c8fbb4dc0ca1aa8cff2285c74d9471d1a27a7e86d5447a353,prefilter_failed,False,duplicate_archived_identity,0,0,,,,,0
v37i_campaign_b_source_faithful,v37i_distance_selected_pair_rv_source_faithful,crypto_pair_relative_value_v2,v37i_candidate_74db7f255f252d93c23fcdc4b99d0a26fd4d27b7068a1db85176932a5b5cb9ba,prefilter_failed,False,economic_prefilter_failed,3,0,13,-0.2848848933508109,0.5542605025466684,0.43077345493729347,0
v37i_campaign_b_source_faithful,v37i_funding_surprise_event_candidate,crypto_funding_event_v1,v37i_candidate_1b71e4d6b45c1a513c6899b61b2894ae8ea913d80b71a30ac5262daf5e9dc61c,prefilter_failed,False,economic_prefilter_failed,3,0,222,-1.2887732888388617,0.0,1.2887732888388626,0
