blockers,columnCount,columns,contentHash,dataType,duplicateTimestampCount,exchange,extremeValueCount,fileBytes,firstTimestampUtc,formalEligible,futureLeakCount,imputedZeroCount,instrumentId,lastTimestampUtc,licenseStatus,listingStateStatus,loadError,missingRate,missingStrictClockFields,missingValueCount,path,rowCount,schemaStatus,sourceStatus,staleStatus,strictAvailabilityClocksComplete,symbolMappingStatus,timeMonotonic,timestampColumn,timezoneStatus,unexplainedGapCount,unitStatus,zeroAnomalyCount
"[""missing_license_metadata"", ""missing_source_metadata"", ""missing_strict_availability_clocks""]",6,"[""exchange"", ""fundingRate"", ""instrumentId"", ""marketType"", ""sourceTimestamp"", ""timestampUtc""]",4bf71c1e2a1cd252dc4ee63c87701436860b8236aa3dd945abebadb2bd0aa395,funding,0,binance,0,123835,2020-01-19T16:00:00+00:00,False,0,0,ADA-USDT-SWAP,2026-07-15T16:00:00+00:00,metadata_missing,unavailable,,0.0,"[""availableAt"", ""eventTimestamp"", ""observedAt"", ""publicationLagSeconds"", ""publishedAt""]",0,binance/swap/funding/ADA-USDT-SWAP.parquet,7108,readable,metadata_missing,not_evaluated_without_registered_freshness_rule,False,present,True,timestampUtc,utc_normalized,0,requires_source_metadata,0
"[""missing_license_metadata"", ""missing_source_metadata"", ""missing_strict_availability_clocks""]",6,"[""exchange"", ""fundingRate"", ""instrumentId"", ""marketType"", ""sourceTimestamp"", ""timestampUtc""]",9ed3793949f05a6839a773d8d90c7b398933ed8de62f855a267e512f3f7b638d,funding,0,binance,0,132235,2020-01-01T00:00:00+00:00,False,0,0,BCH-USDT-SWAP,2026-07-15T16:00:00+00:00,metadata_missing,unavailable,,0.0,"[""availableAt"", ""eventTimestamp"", ""observedAt"", ""publicationLagSeconds"", ""publishedAt""]",0,binance/swap/funding/BCH-USDT-SWAP.parquet,7164,readable,metadata_missing,not_evaluated_without_registered_freshness_rule,False,present,True,timestampUtc,utc_normalized,0,requires_source_metadata,0
"[""missing_license_metadata"", ""missing_source_metadata"", ""missing_strict_availability_clocks""]",6,"[""exchange"", ""fundingRate"", ""instrumentId"", ""marketType"", ""sourceTimestamp"", ""timestampUtc""]",1cb2a180a40f0e35507cf87215926fecbc0befd07c6948b83044939baacd6e23,funding,0,binance,0,129456,2020-01-01T00:00:00+00:00,False,0,0,BTC-USDT-SWAP,2026-07-15T16:00:00+00:00,metadata_missing,unavailable,,0.0,"[""availableAt"", ""eventTimestamp"", ""observedAt"", ""publicationLagSeconds"", ""publishedAt""]",0,binance/swap/funding/BTC-USDT-SWAP.parquet,7164,readable,metadata_missing,not_evaluated_without_registered_freshness_rule,False,present,True,timestampUtc,utc_normalized,0,requires_source_metadata,0
"[""missing_license_metadata"", ""missing_source_metadata"", ""missing_strict_availability_clocks""]",6,"[""exchange"", ""fundingRate"", ""instrumentId"", ""marketType"", ""sourceTimestamp"", ""timestampUtc""]",8b5e156736bd8ab4da58c57fc6e51ceb41c0dce04a3c3cb299c73bbdc6b92cd8,funding,0,binance,0,125264,2020-01-16T08:00:00+00:00,False,0,0,ETC-USDT-SWAP,2026-07-15T16:00:00+00:00,metadata_missing,unavailable,,0.0,"[""availableAt"", ""eventTimestamp"", ""observedAt"", ""publicationLagSeconds"", ""publishedAt""]",0,binance/swap/funding/ETC-USDT-SWAP.parquet,7118,readable,metadata_missing,not_evaluated_without_registered_freshness_rule,False,present,True,timestampUtc,utc_normalized,0,requires_source_metadata,0
"[""missing_license_metadata"", ""missing_source_metadata"", ""missing_strict_availability_clocks""]",6,"[""exchange"", ""fundingRate"", ""instrumentId"", ""marketType"", ""sourceTimestamp"", ""timestampUtc""]",f60b008b310fba90eed8b8cecbd39d1c494e40f6b24cb737ee40a6d26896746d,funding,0,binance,0,129381,2020-01-01T00:00:00+00:00,False,0,0,ETH-USDT-SWAP,2026-07-15T16:00:00+00:00,metadata_missing,unavailable,,0.0,"[""availableAt"", ""eventTimestamp"", ""observedAt"", ""publicationLagSeconds"", ""publishedAt""]",0,binance/swap/funding/ETH-USDT-SWAP.parquet,7164,readable,metadata_missing,not_evaluated_without_registered_freshness_rule,False,present,True,timestampUtc,utc_normalized,0,requires_source_metadata,0
"[""missing_license_metadata"", ""missing_source_metadata"", ""missing_strict_availability_clocks""]",6,"[""exchange"", ""fundingRate"", ""instrumentId"", ""marketType"", ""sourceTimestamp"", ""timestampUtc""]",09f116003e700dd114a13645017cc3f50e6381b868b4303314f0384577e8f626,funding,0,binance,0,122016,2020-01-17T08:00:00+00:00,False,0,0,LINK-USDT-SWAP,2026-07-15T16:00:00+00:00,metadata_missing,unavailable,,0.0,"[""availableAt"", ""eventTimestamp"", ""observedAt"", ""publicationLagSeconds"", ""publishedAt""]",0,binance/swap/funding/LINK-USDT-SWAP.parquet,7115,readable,metadata_missing,not_evaluated_without_registered_freshness_rule,False,present,True,timestampUtc,utc_normalized,0,requires_source_metadata,0
"[""missing_license_metadata"", ""missing_source_metadata"", ""missing_strict_availability_clocks""]",6,"[""exchange"", ""fundingRate"", ""instrumentId"", ""marketType"", ""sourceTimestamp"", ""timestampUtc""]",9f7bb08a74314ae35b757f09fe4db2118fe22678cf54c5f2f6086c35af504ce2,funding,0,binance,0,126221,2020-01-09T08:00:00+00:00,False,0,0,LTC-USDT-SWAP,2026-07-15T16:00:00+00:00,metadata_missing,unavailable,,0.0,"[""availableAt"", ""eventTimestamp"", ""observedAt"", ""publicationLagSeconds"", ""publishedAt""]",0,binance/swap/funding/LTC-USDT-SWAP.parquet,7139,readable,metadata_missing,not_evaluated_without_registered_freshness_rule,False,present,True,timestampUtc,utc_normalized,0,requires_source_metadata,0
"[""missing_license_metadata"", ""missing_source_metadata"", ""missing_strict_availability_clocks""]",6,"[""exchange"", ""fundingRate"", ""instrumentId"", ""marketType"", ""sourceTimestamp"", ""timestampUtc""]",d7c4da3ead360d5ed258dea6633aab095f172855cb0612f25a15b0869259c4b0,funding,0,binance,0,127674,2020-01-06T08:00:00+00:00,False,0,0,XRP-USDT-SWAP,2026-07-15T16:00:00+00:00,metadata_missing,unavailable,,0.0,"[""availableAt"", ""eventTimestamp"", ""observedAt"", ""publicationLagSeconds"", ""publishedAt""]",0,binance/swap/funding/XRP-USDT-SWAP.parquet,7148,readable,metadata_missing,not_evaluated_without_registered_freshness_rule,False,present,True,timestampUtc,utc_normalized,0,requires_source_metadata,0
